Date,ADANIPORTS.BO,ASIANPAINT.BO,AXISBANK.BO,BAJFINANCE.BO,BAJAJFINSV.BO,BHARTIARTL.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TATASTEEL.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO,ZOMATO.BO
2024-01-05 00:00:00+05:30,1149.1688232421875,3317.649169921875,1136.22314453125,7672.04443359375,1708.17236328125,1041.0484619140625,1379.98681640625,1659.8468017578125,2595.019287109375,985.6175537109375,1624.5673828125,1485.885498046875,451.77813720703125,1845.872802734375,3487.6376953125,1630.3154296875,9924.9833984375,2631.080078125,308.0379638671875,229.36737060546875,1294.5570068359375,631.2625732421875,1280.688232421875,3626.462158203125,131.01144409179688,1226.341552734375,3697.94970703125,9955.478515625,133.14999389648438
2024-01-08 00:00:00+05:30,1163.7064208984375,3259.26513671875,1121.034912109375,7695.42724609375,1695.6302490234375,1043.335693359375,1394.0482177734375,1641.3492431640625,2553.96923828125,973.620849609375,1608.8914794921875,1476.2406005859375,443.6272277832031,1824.196533203125,3472.953125,1603.5115966796875,9854.1533203125,2584.020751953125,309.3581237792969,230.2703857421875,1284.3018798828125,616.7067260742188,1285.8116455078125,3568.199951171875,129.4430389404297,1204.7415771484375,3693.61376953125,9874.0107421875,132.8000030517578
2024-01-09 00:00:00+05:30,1191.6365966796875,3229.999267578125,1114.58984375,7682.69140625,1680.7896728515625,1058.9984130859375,1406.5203857421875,1628.178955078125,2556.197509765625,970.94384765625,1606.6661376953125,1482.25048828125,442.6739196777344,1823.4473876953125,3526.63134765625,1621.9268798828125,9929.1943359375,2557.383544921875,312.78076171875,230.2703857421875,1281.5704345703125,615.083984375,1303.00439453125,3580.279052734375,131.01144409179688,1212.1541748046875,3679.80908203125,9835.787109375,134.4499969482422
2024-01-10 00:00:00+05:30,1209.211181640625,3249.47705078125,1106.49609375,7639.8564453125,1670.8958740234375,1057.6558837890625,1436.7138671875,1633.70361328125,2552.3349609375,984.5765380859375,1622.836669921875,1473.0418701171875,441.5776062011719,1818.203125,3519.38818359375,1619.395263671875,9908.390625,2543.02880859375,306.4244079589844,227.1811065673828,1316.0107421875,611.4450073242188,1304.7286376953125,3603.1279296875,131.45257568359375,1218.585205078125,3702.23583984375,9719.875,134.64999389648438
2024-01-11 00:00:00+05:30,1197.7603759765625,3250.762451171875,1124.38232421875,7632.39404296875,1668.1976318359375,1056.959716796875,1430.9351806640625,1626.7978515625,2512.572509765625,982.4944458007812,1639.9962158203125,1449.14794921875,441.005615234375,1819.801513671875,3477.864501953125,1617.9559326171875,9914.333984375,2523.396240234375,305.9843444824219,229.8901824951172,1350.0042724609375,610.0680541992188,1297.289794921875,3624.9580078125,132.2367706298828,1225.801513671875,3686.786376953125,9845.2822265625,138.25
2024-01-12 00:00:00+05:30,1201.693359375,3241.0234375,1120.0855712890625,7617.12060546875,1650.6087646484375,1070.1363525390625,1486.072998046875,1617.47509765625,2520.693359375,995.2843627929688,1654.9305419921875,1562.753173828125,444.81890869140625,1830.7894287109375,3538.140625,1611.056396484375,9869.0126953125,2515.01025390625,305.7398681640625,227.65638732910156,1360.7808837890625,623.2962036132812,1305.31982421875,3766.1259765625,132.62887573242188,1283.7779541015625,3712.053466796875,9749.796875,139.60000610351562
2024-01-15 00:00:00+05:30,1197.7603759765625,3237.1181640625,1118.8865966796875,7439.16357421875,1631.3209228515625,1095.6939697265625,1529.123779296875,1649.340087890625,2548.323974609375,1000.9852905273438,1670.2603759765625,1601.3326416015625,445.5815124511719,1848.91943359375,3514.87353515625,1624.1605224609375,9992.0009765625,2514.0732421875,310.3848876953125,229.17726135253906,1384.320556640625,629.5906982421875,1309.0638427734375,3786.209716796875,132.28578186035156,1313.7724609375,3746.49072265625,9894.04296875,133.39999389648438
2024-01-16 00:00:00+05:30,1188.201416015625,3260.303466796875,1118.1370849609375,7435.3828125,1622.62646484375,1089.2796630859375,1497.8228759765625,1656.344482421875,2543.2734375,1000.5391845703125,1648.6995849609375,1580.92822265625,450.0621337890625,1845.5731201171875,3545.9296875,1608.6737060546875,10092.1044921875,2507.1669921875,304.6641845703125,227.27618408203125,1364.5302734375,626.2958984375,1294.186279296875,3746.04248046875,134.54037475585938,1295.559814453125,3806.84326171875,9906.7666015625,133.5500030517578
2024-01-17 00:00:00+05:30,1163.1090087890625,3205.72607421875,1082.614501953125,7320.4091796875,1583.95068359375,1079.13623046875,1517.90380859375,1516.2071533203125,2539.064453125,971.98486328125,1624.963134765625,1589.603759765625,445.009521484375,1777.9473876953125,3543.845947265625,1587.5782470703125,9958.2197265625,2509.0908203125,302.5128173828125,227.27618408203125,1352.189453125,615.8215942382812,1280.0970458984375,3768.5029296875,129.05093383789062,1302.5797119140625,3817.508544921875,9792.693359375,127.30000305175781
2024-01-18 00:00:00+05:30,,,,,,,,,,,,,,,,,,,,,1358.1983642578125,,,,,,,,
2024-01-19 00:00:00+05:30,1147.1773681640625,3129.8916015625,1115.139404296875,7283.79345703125,1599.39111328125,1118.765380859375,1510.054443359375,1450.8984375,2540.005126953125,990.5748901367188,1543.71484375,1608.0694580078125,449.5378112792969,1763.81298828125,3617.467041015625,1643.568359375,9937.119140625,2481.3681640625,301.63275146484375,223.80667114257812,1358.27294921875,617.3460083007812,1315.56640625,3824.873291015625,131.5505828857422,1364.434326171875,3797.175048828125,10035.0068359375,135.0
2024-01-23 00:00:00+05:30,1132.3907470703125,3023.505126953125,1088.0604248046875,7035.39013671875,1583.0013427734375,1152.7757568359375,1466.666259765625,1408.378662109375,2352.234375,1020.6658935546875,1428.0982666015625,1591.8331298828125,437.239990234375,1782.2926025390625,3520.2314453125,1582.1181640625,9771.3359375,2429.3759765625,295.7653503417969,226.135498046875,1319.015380859375,595.0696411132812,1359.1640625,3746.91552734375,127.53153991699219,1340.7725830078125,3724.961181640625,9775.744140625,130.0500030517578
2024-01-24 00:00:00+05:30,1115.9114990234375,2965.714599609375,1057.93359375,7023.54931640625,1619.6282958984375,1183.8525390625,1517.0850830078125,1436.2484130859375,2420.519287109375,990.674072265625,1474.236083984375,1623.1424560546875,442.05426025390625,1787.0374755859375,3562.301025390625,1615.7222900390625,9876.7392578125,2481.41748046875,302.3172302246094,234.0250701904297,1335.2547607421875,608.10107421875,1361.8736572265625,3733.429443359375,132.48182678222656,1382.15625,3752.770263671875,9934.6015625,136.25
2024-01-25 00:00:00+05:30,1141.7506103515625,2916.278564453125,1042.295654296875,7049.767578125,1629.1722412109375,1153.422119140625,1493.77783203125,1415.97509765625,2406.654541015625,1001.2827758789062,1496.439697265625,1619.55615234375,434.1893615722656,1765.361328125,3563.68994140625,1622.9691162109375,9794.2197265625,2447.923583984375,307.8912658691406,233.31214904785156,1346.006591796875,602.7901611328125,1354.58251953125,3694.814208984375,131.01144409179688,1297.572509765625,3757.9033203125,9925.20703125,136.0
2024-01-29 00:00:00+05:30,1191.4871826171875,2942.875,1060.6815185546875,7151.6064453125,1635.968017578125,1155.610107421875,1516.748046875,1436.0511474609375,2420.816162109375,1008.669189453125,1510.5333251953125,1605.113037109375,428.9937744140625,1821.4996337890625,3679.430419921875,1627.53564453125,9899.9208984375,2464.498046875,317.4746398925781,241.24923706054688,1438.2779541015625,612.625244140625,1378.623046875,3688.16845703125,132.3347930908203,1290.69970703125,3853.44091796875,10214.8408203125,135.60000610351562
2024-01-30 00:00:00+05:30,1182.525634765625,2921.518798828125,1053.037353515625,6781.56396484375,1589.9468994140625,1151.880859375,1501.386474609375,1424.7552490234375,2435.225830078125,1007.6281127929688,1500.741943359375,1600.16943359375,417.5539245605469,1820.5506591796875,3605.064697265625,1608.425537109375,9864.009765625,2459.76220703125,308.47802734375,241.5819091796875,1397.903076171875,616.26416015625,1351.3804931640625,3685.985595703125,132.04071044921875,1293.743408203125,3723.66552734375,9899.80859375,137.1999969482422
2024-01-31 00:00:00+05:30,1202.440185546875,2924.633056640625,1066.6268310546875,6829.52294921875,1626.124267578125,1164.2120361328125,1517.6630859375,1442.562255859375,2456.468994140625,1019.1292114257812,1517.258544921875,1611.1229248046875,420.8428955078125,1822.5484619140625,3453.009765625,1641.8310546875,10087.943359375,2471.847900390625,310.5315856933594,246.52479553222656,1416.9482421875,630.0824584960938,1397.589111328125,3701.169189453125,133.21702575683594,1309.20703125,3685.3408203125,10108.0234375,139.5
2024-02-01 00:00:00+05:30,1213.74169921875,2895.564697265625,1083.3140869140625,6710.1220703125,1620.7275390625,1144.3726806640625,1518.3370361328125,1446.6563720703125,2450.328857421875,1016.8487548828125,1524.478515625,1605.6461181640625,422.17755126953125,1820.05126953125,3370.706787109375,1638.7039794921875,10531.8974609375,2435.394287109375,314.6387634277344,252.6558074951172,1416.699951171875,637.1636352539062,1385.8154296875,3736.7763671875,132.1387481689453,1288.097900390625,3614.173828125,9863.0263671875,140.5500030517578
2024-02-02 00:00:00+05:30,1256.35888671875,2901.991455078125,1067.9259033203125,6813.50390625,1651.1083984375,1144.173828125,1525.0787353515625,1427.3695068359375,2430.373291015625,1016.0060424804688,1520.472900390625,1641.8990478515625,419.6512451171875,1821.9990234375,3351.4580078125,1652.155517578125,10552.3037109375,2450.63671875,325.1511535644531,263.0168151855469,1447.5150146484375,639.671630859375,1396.308349609375,3848.255615234375,135.9617462158203,1314.3125,3601.963623046875,10036.0498046875,143.85000610351562
2024-02-05 00:00:00+05:30,1251.330322265625,2884.243896484375,1061.730712890625,6572.9111328125,1613.482177734375,1107.57763671875,1497.77490234375,1425.64306640625,2396.7509765625,1015.0641479492188,1522.35205078125,1635.016845703125,417.60162353515625,1807.56494140625,3314.448974609375,1690.72314453125,10327.7265625,2430.017578125,328.6226806640625,268.7676086425781,1428.7926025390625,632.491943359375,1442.3199462890625,3854.465087890625,138.7064666748047,1307.685302734375,3541.01318359375,9858.8505859375,140.10000610351562
2024-02-06 00:00:00+05:30,1267.560791015625,2901.497314453125,1049.639892578125,6568.83154296875,1596.0931396484375,1127.964111328125,1564.084716796875,1424.3607177734375,2402.841552734375,1017.3941040039062,1494.4122314453125,1676.21337890625,411.2620544433594,1785.68896484375,3396.950439453125,1715.0450439453125,10746.9638671875,2424.837890625,329.1149597167969,260.7829895019531,1418.736083984375,640.163330078125,1453.0592041015625,4010.38037109375,141.84329223632812,1325.7998046875,3548.139892578125,9996.236328125,140.1999969482422
2024-02-07 00:00:00+05:30,1249.9364013671875,2947.966796875,1068.1756591796875,6684.15283203125,1595.893310546875,1128.262451171875,1555.3685302734375,1410.6478271484375,2402.593994140625,1015.0145874023438,1499.0111083984375,1641.753662109375,411.7386779785156,1791.532470703125,3367.28369140625,1707.74853515625,10829.1865234375,2465.484375,325.47235107421875,254.69949340820312,1431.946044921875,664.3575439453125,1474.094482421875,3961.62646484375,141.50021362304688,1295.216064453125,3565.08447265625,10164.787109375,140.60000610351562
2024-02-08 00:00:00+05:30,1240.27783203125,2896.8994140625,1035.8507080078125,6545.05078125,1569.709716796875,1136.267822265625,1574.1490478515625,1384.751220703125,2394.572021484375,981.1559448242188,1461.2799072265625,1641.26904296875,400.9047546386719,1728.3018798828125,3311.472412109375,1675.1373291015625,10648.9404296875,2391.048095703125,325.8661193847656,262.5415344238281,1441.6549072265625,687.8633422851562,1478.1341552734375,4012.417724609375,140.863037109375,1285.93798828125,3537.4248046875,9938.677734375,144.0
2024-02-09 00:00:00+05:30,1265.6688232421875,2918.84912109375,1050.2396240234375,6621.56689453125,1570.1595458984375,1114.886962890625,1571.78955078125,1384.3072509765625,2400.811279296875,1002.12548828125,1469.291015625,1618.44140625,402.0171813964844,1740.2388916015625,3299.020263671875,1634.8819580078125,10629.8701171875,2417.142578125,319.8607482910156,259.5948181152344,1451.2645263671875,712.3034057617188,1520.8406982421875,4011.156494140625,138.5104217529297,1287.901611328125,3578.889404296875,9888.1767578125,149.4499969482422
2024-02-12 00:00:00+05:30,1244.2110595703125,2923.2490234375,1046.042724609375,6542.7626953125,1556.3681640625,1112.748779296875,1604.679443359375,1371.82763671875,2362.583740234375,987.1543579101562,1432.0048828125,1628.280029296875,393.5531311035156,1708.174072265625,3273.66943359375,1647.88671875,10609.1171875,2425.28173828125,311.14801025390625,256.7431945800781,1441.6549072265625,696.22314453125,1520.54345703125,3996.40869140625,134.68740844726562,1294.1361083984375,3572.310791015625,9903.287109375,153.75
2024-02-13 00:00:00+05:30,1260.939208984375,2937.436767578125,1070.07421875,6570.0751953125,1567.2113037109375,1111.5057373046875,1604.8721923828125,1375.2310791015625,2370.45703125,1011.3956909179688,1446.9886474609375,1632.9327392578125,393.3113098144531,1735.244384765625,3294.009521484375,1633.9388427734375,10690.6962890625,2426.1201171875,316.90728759765625,256.8857421875,1454.5670166015625,701.3373413085938,1527.925537109375,4025.61279296875,135.1775360107422,1305.132568359375,3547.6416015625,9794.283203125,154.75
2024-02-14 00:00:00+05:30,1261.9349365234375,2942.776123046875,1094.905029296875,6612.5126953125,1578.25439453125,1109.516845703125,1610.265625,1365.36572265625,2365.9013671875,1013.0316772460938,1464.6427001953125,1614.9031982421875,398.14788818359375,1746.1822509765625,3283.14501953125,1645.5538330078125,10923.59375,2453.6455078125,322.814208984375,260.3077392578125,1471.2781982421875,731.0883178710938,1508.20703125,3978.896484375,138.36337280273438,1269.1978759765625,3574.8525390625,9739.060546875,152.1999969482422
2024-02-15 00:00:00+05:30,1261.0885009765625,2981.682373046875,1071.7728271484375,6586.84130859375,1568.46044921875,1114.9366455078125,1600.489990234375,1394.7152099609375,2328.41650390625,1008.470947265625,1460.88427734375,1626.1474609375,390.7962646484375,1738.4407958984375,3274.760986328125,1752.7193603515625,10983.9736328125,2427.576171875,334.3819580078125,272.0498352050781,1460.9981689453125,749.0372924804688,1496.2174072265625,3979.86669921875,138.41238403320312,1276.7088623046875,3609.8876953125,9757.5009765625,154.85000610351562
2024-02-16 00:00:00+05:30,1301.36572265625,2973.7724609375,1068.425537109375,6588.1845703125,1574.5567626953125,1113.643798828125,1606.46142578125,1400.782470703125,2352.135498046875,1014.0726928710938,1477.6976318359375,1650.1868896484375,391.5217590332031,1733.9957275390625,3362.57080078125,1822.210693359375,11261.203125,2461.115478515625,332.4129943847656,265.6230773925781,1450.7928466796875,742.30029296875,1496.663330078125,4006.257080078125,139.53970336914062,1279.55615234375,3644.674072265625,9856.8134765625,156.6999969482422
2024-02-19 00:00:00+05:30,1301.5150146484375,2963.9345703125,1062.77978515625,6681.068359375,1619.128662109375,1135.8699951171875,1613.1549072265625,1398.0201416015625,2364.514892578125,1034.6456298828125,1466.5218505859375,1647.327392578125,395.8263244628906,1729.6004638671875,3313.903076171875,1835.4139404296875,11376.2158203125,2487.234130859375,333.5943908691406,267.1694030761719,1463.1087646484375,746.5785522460938,1515.8863525390625,3979.478759765625,139.09857177734375,1285.39794921875,3681.25439453125,9842.0,157.4499969482422
2024-02-20 00:00:00+05:30,1294.3956298828125,2978.3701171875,1087.4608154296875,6734.84814453125,1602.4891357421875,1137.8092041015625,1601.5013427734375,1434.1766357421875,2379.61767578125,1039.850830078125,1487.835205078125,1632.49658203125,392.7792663574219,1761.165771484375,3327.34765625,1838.4913330078125,11338.869140625,2511.720703125,340.2889099121094,278.2833251953125,1460.4271240234375,747.5620727539062,1524.655517578125,3909.9619140625,138.26536560058594,1295.70703125,3670.3896484375,9924.958984375,161.0
2024-02-21 00:00:00+05:30,1285.981689453125,2966.10986328125,1083.3140869140625,6654.4521484375,1585.4498291015625,1133.43359375,1575.304931640625,1418.8359375,2382.83642578125,1041.0902099609375,1500.939697265625,1605.2584228515625,390.119140625,1744.0345458984375,3270.643310546875,1846.5325927734375,11362.2978515625,2520.130126953125,330.88702392578125,270.7451477050781,1459.1607666015625,758.8231811523438,1529.3126220703125,3870.522216796875,141.0100860595703,1273.6651611328125,3641.583984375,9910.0966796875,158.75
2024-02-22 00:00:00+05:30,1305.9461669921875,2984.500244140625,1099.80126953125,6640.62158203125,1592.7452392578125,1128.95849609375,1624.5196533203125,1400.683837890625,2364.861328125,1054.5740966796875,1472.8021240234375,1628.7161865234375,400.7596130371094,1724.60595703125,3337.8154296875,1894.729736328125,11566.1708984375,2535.16845703125,334.28350830078125,273.0645751953125,1471.6507568359375,753.3156127929688,1543.5316162109375,3964.779541015625,142.97059631347656,1303.1689453125,3639.8896484375,9901.3486328125,162.0
2024-02-23 00:00:00+05:30,1314.45947265625,2951.130859375,1096.6536865234375,6664.849609375,1615.580810546875,1120.455810546875,1604.2462158203125,1401.7689208984375,2371.249267578125,1052.14501953125,1465.3349609375,1625.56591796875,398.14788818359375,1722.907958984375,3363.364501953125,1916.1727294921875,11431.09765625,2553.273681640625,332.4622497558594,272.7263488769531,1483.0728759765625,746.8736572265625,1546.900634765625,3931.306884765625,142.62750244140625,1297.7689208984375,3680.9052734375,9946.73046875,164.0
2024-02-26 00:00:00+05:30,1333.17919921875,2836.043701171875,1084.5631103515625,6607.935546875,1612.6326904296875,1104.04736328125,1588.7401123046875,1403.100830078125,2380.261474609375,1045.25439453125,1450.64794921875,1607.77880859375,395.8263244628906,1704.82763671875,3442.74072265625,1913.5916748046875,11352.1435546875,2555.400634765625,332.3145446777344,278.0900573730469,1477.113525390625,746.480224609375,1542.7388916015625,3881.2919921875,139.78475952148438,1274.2052001953125,3609.239990234375,9868.8916015625,164.10000610351562
2024-02-27 00:00:00+05:30,1323.7198486328125,2829.41943359375,1078.6175537109375,6522.41455078125,1598.6416015625,1121.102294921875,1598.3231201171875,1401.4237060546875,2381.697265625,1051.30224609375,1476.5108642578125,1613.6915283203125,397.71258544921875,1704.42822265625,3478.90625,1939.10498046875,11395.13671875,2570.3896484375,330.69012451171875,282.6805725097656,1475.1517333984375,737.3336181640625,1567.758544921875,3980.642578125,141.3041534423828,1272.143310546875,3640.63720703125,9895.6328125,161.25
2024-02-28 00:00:00+05:30,1293.49951171875,2762.23583984375,1073.8214111328125,6467.490234375,1583.101318359375,1122.44482421875,1589.60693359375,1389.190673828125,2397.8896484375,1037.2235107421875,1433.2412109375,1618.87744140625,395.2459411621094,1681.703125,3443.68310546875,1887.1849365234375,11046.185546875,2541.747802734375,327.8351135253906,270.165283203125,1444.6595458984375,730.1048583984375,1558.89013671875,3993.837646484375,137.97128295898438,1260.6561279296875,3580.8828125,9745.47265625,159.14999389648438
2024-02-29 00:00:00+05:30,1316.0029296875,2793.52880859375,1074.8704833984375,6463.46044921875,1593.14501953125,1116.677001953125,1605.642822265625,1383.86328125,2387.7880859375,1044.4610595703125,1459.2030029296875,1623.67578125,393.2145690917969,1688.9451904296875,3454.44873046875,1919.7467041015625,11163.8232421875,2570.98291015625,330.24713134765625,273.0645751953125,1452.481201171875,736.940185546875,1561.813232421875,3970.309814453125,138.11831665039062,1253.0469970703125,3617.512939453125,9843.5419921875,165.5
2024-03-01 00:00:00+05:30,1316.1025390625,2800.153564453125,1098.5023193359375,6538.185546875,1612.5328369140625,1122.44482421875,1583.7801513671875,1411.8809814453125,2389.57080078125,1077.625732421875,1509.3958740234375,1604.2890625,396.11651611328125,1725.355224609375,3606.15625,1958.3143310546875,11499.3515625,2571.972412109375,338.123046875,277.993408203125,1482.8990478515625,756.6102905273438,1544.472900390625,3974.336181640625,147.03866577148438,1248.5306396484375,3752.42138671875,10072.384765625,166.5
2024-03-04 00:00:00+05:30,1336.8634033203125,2799.80712890625,1105.646728515625,6567.48828125,1618.379150390625,1127.7154541015625,1576.4605712890625,1412.916748046875,2397.840087890625,1082.4840087890625,1514.29150390625,1587.6165771484375,395.7295837402344,1725.10546875,3615.532470703125,1906.9404296875,11486.7216796875,2560.446533203125,348.3125,284.5650939941406,1495.612548828125,759.413330078125,1538.081787109375,3960.07421875,150.0774688720703,1256.8270263671875,3719.6787109375,9924.958984375,169.75
2024-03-05 00:00:00+05:30,1332.9302978515625,2788.288818359375,1099.8511962890625,6293.66259765625,1549.0728759765625,1162.22314453125,1559.8951416015625,1421.6968994140625,2374.91357421875,1078.8154296875,1525.0718994140625,1556.937255859375,392.82763671875,1714.1175537109375,3582.938720703125,1924.95849609375,11559.8798828125,2512.264892578125,352.6934814453125,285.04833984375,1489.0074462890625,770.969482421875,1559.781982421875,3891.916015625,148.85214233398438,1249.6597900390625,3740.659912109375,9781.2109375,166.0500030517578
2024-03-06 00:00:00+05:30,1318.591796875,2795.7041015625,1124.8819580078125,6279.732421875,1550.621826171875,1187.2337646484375,1583.58740234375,1422.4368896484375,2377.537841796875,1087.4412841796875,1536.69287109375,1567.6968994140625,394.3753662109375,1756.37109375,3615.234619140625,1954.3929443359375,11468.494140625,2505.5869140625,346.39276123046875,284.1784973144531,1492.8065185546875,771.1170043945312,1589.260498046875,3944.259521484375,148.3620147705078,1248.28515625,3797.42431640625,9586.86328125,161.60000610351562
2024-03-07 00:00:00+05:30,1321.778076171875,2837.724853515625,1111.0426025390625,6387.24267578125,1581.602294921875,1192.50439453125,1576.6531982421875,1426.876220703125,2397.29541015625,1078.567626953125,1546.92919921875,1567.3575439453125,399.8406982421875,1746.2322998046875,3648.027099609375,1882.469482421875,11395.1875,2532.59619140625,346.4912414550781,282.7288818359375,1469.04345703125,775.1494140625,1591.9853515625,3987.725830078125,154.14553833007812,1265.467041015625,3775.14697265625,9615.5927734375,159.9499969482422
2024-03-11 00:00:00+05:30,1321.3798828125,2844.695068359375,1103.5982666015625,6423.958984375,1598.891357421875,1190.4656982421875,1578.1458740234375,1407.836181640625,2365.0595703125,1068.7520751953125,1523.2916259765625,1550.3944091796875,396.0198059082031,1727.302978515625,3610.224365234375,1876.860595703125,11286.4140625,2584.58642578125,342.40557861328125,275.91558837890625,1455.6844482421875,760.7410278320312,1577.865478515625,3998.786376953125,150.4695587158203,1266.203369140625,3737.8193359375,9640.744140625,154.8000030517578
2024-03-12 00:00:00+05:30,1294.6943359375,2843.11328125,1095.4046630859375,6401.96923828125,1592.0955810546875,1197.725341796875,1574.6788330078125,1440.243896484375,2355.20556640625,1067.7606201171875,1515.37939453125,1562.753173828125,391.0381164550781,1718.4627685546875,3592.86083984375,1879.739501953125,11399.0009765625,2561.683349609375,339.5013427734375,275.4806213378906,1465.1201171875,746.8736572265625,1569.9384765625,4066.556396484375,149.44029235839844,1268.5106201171875,3737.570068359375,9556.095703125,156.8000030517578
2024-03-13 00:00:00+05:30,1204.431640625,2825.464599609375,1078.867431640625,6423.01318359375,1571.0589599609375,1162.7203369140625,1571.211669921875,1440.441162109375,2291.526123046875,1074.10595703125,1483.43408203125,1562.2685546875,408.59490966796875,1726.0045166015625,3514.67529296875,1839.58349609375,11284.13671875,2555.94482421875,316.8580627441406,255.42724609375,1422.6593017578125,734.0880737304688,1543.6802978515625,4024.88525390625,140.6669921875,1253.5870361328125,3615.419677734375,9539.693359375,148.5500030517578
2024-03-14 00:00:00+05:30,1263.7769775390625,2859.92138671875,1057.683837890625,6360.1787109375,1563.2138671875,1188.67578125,1617.6815185546875,1436.1990966796875,2312.669921875,1074.2547607421875,1461.3787841796875,1601.768798828125,406.0798645019531,1741.23779296875,3578.225830078125,1878.0518798828125,11290.328125,2585.62548828125,317.2518615722656,257.6017150878906,1422.9324951171875,728.53125,1555.4222412109375,4081.88623046875,139.6867218017578,1270.3760986328125,3628.975341796875,9643.67578125,152.75
2024-03-15 00:00:00+05:30,1277.1197509765625,2835.45068359375,1047.49169921875,6480.67431640625,1570.9090576171875,1213.5869140625,1586.81396484375,1432.6474609375,2305.440185546875,1069.396484375,1467.411865234375,1584.7572021484375,405.8380432128906,1737.042236328125,3507.828857421875,1788.7554931640625,11370.3212890625,2579.88720703125,311.0987854003906,256.63525390625,1409.0272216796875,719.9255981445312,1533.474365234375,4091.927490234375,138.7554931640625,1258.545166015625,3621.15087890625,9587.162109375,159.89999389648438
2024-03-18 00:00:00+05:30,1261.3375244140625,2817.50537109375,1060.5316162109375,6470.1767578125,1575.9058837890625,1218.2608642578125,1581.372314453125,1426.728271484375,2277.859130859375,1071.974365234375,1464.6427001953125,1553.156982421875,403.7583312988281,1735.34423828125,3529.458984375,1842.9091796875,11526.5947265625,2556.24169921875,312.23095703125,256.103759765625,1429.438232421875,718.6470336914062,1557.1065673828125,4021.343994140625,146.6465606689453,1248.9234619140625,3569.320556640625,9562.9052734375,158.1999969482422
2024-03-19 00:00:00+05:30,1235.4984130859375,2783.493408203125,1048.7906494140625,6559.3291015625,1580.35302734375,1221.0452880859375,1539.958740234375,1429.4412841796875,2247.40576171875,1074.800048828125,1418.5047607421875,1514.04443359375,396.11651611328125,1746.931396484375,3475.135986328125,1829.6064453125,11488.6533203125,2470.069091796875,308.53912353515625,250.2568817138672,1415.7315673828125,711.17236328125,1536.991943359375,3859.122314453125,145.71530151367188,1229.58154296875,3570.865478515625,9400.26953125,158.0
2024-03-20 00:00:00+05:30,1239.7799072265625,2791.30419921875,1032.7030029296875,6613.85546875,1583.3511962890625,1225.17236328125,1528.1126708984375,1411.83154296875,2220.171142578125,1075.59326171875,1425.724609375,1506.919921875,402.1138916015625,1763.3134765625,3484.611572265625,1831.19482421875,11829.9765625,2521.663818359375,308.9821472167969,255.8621368408203,1433.6346435546875,724.1546630859375,1538.0323486328125,3852.2333984375,142.82354736328125,1240.4796142578125,3580.733154296875,9426.265625,165.6999969482422
2024-03-21 00:00:00+05:30,1257.7529296875,2789.6728515625,1035.40087890625,6682.1630859375,1601.1898193359375,1215.0289306640625,1538.3697509765625,1425.64306640625,2220.96337890625,1072.9658203125,1467.5108642578125,1507.50146484375,407.4825134277344,1770.255859375,3534.519287109375,1854.0277099609375,11802.2392578125,2526.759033203125,319.959228515625,264.5600280761719,1440.8355712890625,731.5309448242188,1550.319091796875,3855.72607421875,147.08767700195312,1258.9378662109375,3617.114013671875,9550.7275390625,169.35000610351562
2024-03-22 00:00:00+05:30,1275.476806640625,2810.188720703125,1033.20263671875,6729.326171875,1586.3992919921875,1228.9512939453125,1500.56787109375,1423.52197265625,2234.481689453125,1080.7984619140625,1492.43408203125,1462.572998046875,414.44720458984375,1772.7530517578125,3591.81884765625,1865.79150390625,12220.68359375,2547.881591796875,319.90997314453125,266.444580078125,1445.1064453125,734.0880737304688,1593.322998046875,3796.591064453125,148.95016479492188,1242.1978759765625,3697.052490234375,9629.4609375,174.10000610351562
2024-03-26 00:00:00+05:30,1298.4781494140625,2781.713623046875,1039.947509765625,6875.8408203125,1592.345458984375,1209.310791015625,1505.5277099609375,1407.688232421875,2219.08154296875,1074.800048828125,1502.6705322265625,1446.676025390625,413.4798889160156,1753.0247802734375,3641.23046875,1849.80859375,12141.185546875,2560.347412109375,324.0940856933594,260.9359130859375,1432.3184814453125,727.8427734375,1582.4234619140625,3761.6630859375,149.2932586669922,1231.0052490234375,3688.081787109375,9543.7685546875,182.60000610351562
2024-03-27 00:00:00+05:30,1318.2930908203125,2798.12646484375,1052.78759765625,6988.12744140625,1580.203125,1217.9127197265625,1490.1661376953125,1421.3023681640625,2218.388427734375,1074.75048828125,1516.319091796875,1438.5821533203125,414.01190185546875,1773.7021484375,3677.197998046875,1865.24560546875,12403.0595703125,2540.065673828125,325.5215759277344,261.9506530761719,1483.81787109375,721.9417724609375,1593.4219970703125,3723.241943359375,149.8323974609375,1230.85791015625,3748.932861328125,9568.62109375,179.5
