Date,Symbol,Close Price,Daily Return
2015-03-05 00:00:00+05:30,ULTRACEMCO.BO,3070.355712890625,-0.03341169587667814
2015-03-05 00:00:00+05:30,TCS.BO,1027.47216796875,-0.017150196901537518
2015-03-05 00:00:00+05:30,TITAN.BO,388.3165893554688,-0.013143574340872544
2015-03-05 00:00:00+05:30,TATASTEEL.BO,2.5154471397399902,-0.012792789926707182
2015-03-05 00:00:00+05:30,BHARTIARTL.BO,330.4277648925781,-0.009255253461466828
2015-03-05 00:00:00+05:30,INFY.BO,386.1869201660156,-0.00919673405191379
2015-03-05 00:00:00+05:30,LT.BO,1052.5811767578125,-0.007450042687931924
2015-03-05 00:00:00+05:30,ASIANPAINT.BO,770.4047241210938,-0.004121487873059659
2015-03-05 00:00:00+05:30,RELIANCE.BO,185.4430389404297,-0.002874903544278551
2015-03-05 00:00:00+05:30,ICICIBANK.BO,291.1498413085937,-0.0021520819949933934
2015-03-09 00:00:00+05:30,ICICIBANK.BO,278.5494689941406,-0.04327796387530147
2015-03-09 00:00:00+05:30,AXISBANK.BO,573.8053588867188,-0.040463477304564566
2015-03-09 00:00:00+05:30,ULTRACEMCO.BO,2951.607421875,-0.038675743828987086
2015-03-09 00:00:00+05:30,NTPC.BO,86.18768310546875,-0.03740094663139093
2015-03-09 00:00:00+05:30,BAJAJFINSV.BO,140.89859008789062,-0.03573176598701289
2015-03-09 00:00:00+05:30,KOTAKBANK.BO,676.6798706054688,-0.0356713111353304
2015-03-09 00:00:00+05:30,LT.BO,1016.5089111328124,-0.03427029327667708
2015-03-09 00:00:00+05:30,BAJFINANCE.BO,383.1861572265625,-0.02943537905199567
2015-03-09 00:00:00+05:30,INFY.BO,375.6991882324219,-0.0271571391622617
2015-03-09 00:00:00+05:30,ADANIPORTS.BO,309.4302978515625,-0.02586469609635389
2015-03-10 00:00:00+05:30,ADANIPORTS.BO,303.41180419921875,-0.019450240309793143
2015-03-10 00:00:00+05:30,HINDUNILVR.BO,822.8624267578125,-0.018115349093708155
2015-03-10 00:00:00+05:30,SUNPHARMA.BO,951.3857421875,-0.015792151519793407
2015-03-10 00:00:00+05:30,ULTRACEMCO.BO,2907.498046875,-0.014944187588463165
2015-03-10 00:00:00+05:30,BAJAJFINSV.BO,139.0848388671875,-0.012872742158539174
2015-03-10 00:00:00+05:30,TATASTEEL.BO,2.432673215866089,-0.01278246862943233
2015-03-10 00:00:00+05:30,KOTAKBANK.BO,668.8080444335938,-0.01163301365065228
2015-03-10 00:00:00+05:30,NTPC.BO,85.19441223144531,-0.011524510675243071
2015-03-10 00:00:00+05:30,HCLTECH.BO,364.114013671875,-0.011343054436220745
2015-03-10 00:00:00+05:30,RELIANCE.BO,180.13807678222656,-0.010994019986324433
2015-03-11 00:00:00+05:30,ADANIPORTS.BO,293.8584289550781,-0.03148649825722638
2015-03-11 00:00:00+05:30,TATASTEEL.BO,2.3868911266326904,-0.018819662638945522
2015-03-11 00:00:00+05:30,SUNPHARMA.BO,937.9296264648438,-0.014143701262241848
2015-03-11 00:00:00+05:30,TCS.BO,994.3201293945312,-0.012656838492837719
2015-03-11 00:00:00+05:30,TITAN.BO,382.857421875,-0.011009505697577082
2015-03-11 00:00:00+05:30,ULTRACEMCO.BO,2878.07568359375,-0.010119478261687354
2015-03-11 00:00:00+05:30,NESTLEIND.BO,216.4906005859375,-0.009921560239788851
2015-03-11 00:00:00+05:30,SBIN.BO,256.9103698730469,-0.0085186630327595
2015-03-11 00:00:00+05:30,BAJFINANCE.BO,377.8168029785156,-0.008324584293444848
2015-03-11 00:00:00+05:30,INFY.BO,374.5071411132813,-0.0074998889974694505
2015-03-12 00:00:00+05:30,TECHM.BO,538.6170654296875,-0.021273084455838864
2015-03-12 00:00:00+05:30,M&M.BO,557.0578002929688,-0.010616739362230287
2015-03-12 00:00:00+05:30,HINDUNILVR.BO,827.7650756835938,-0.0073237315824341565
2015-03-12 00:00:00+05:30,KOTAKBANK.BO,680.280517578125,-0.005301061167154453
2015-03-12 00:00:00+05:30,BAJFINANCE.BO,376.4380798339844,-0.003649184296892316
2015-03-12 00:00:00+05:30,HCLTECH.BO,365.6282653808594,-0.002987399480361197
2015-03-12 00:00:00+05:30,ASIANPAINT.BO,748.318115234375,-0.0012333425440288481
2015-03-12 00:00:00+05:30,HDFCBANK.BO,470.0617370605469,-0.0011834332572498996
2015-03-12 00:00:00+05:30,AXISBANK.BO,567.161865234375,0.0014554566151607773
2015-03-12 00:00:00+05:30,INDUSINDBK.BO,842.7723999023438,0.0018540998832643485
2015-03-13 00:00:00+05:30,LT.BO,976.6593017578124,-0.03114992316569465
2015-03-13 00:00:00+05:30,AXISBANK.BO,552.9052124023438,-0.02513683254451493
